_id,license_number,license_type_name,naics_code,business_name,license_state,initial_issue_date,most_recent_issue_date,effective_date,expiration_date
3061,GC-2019-001304,General Contractor,236220,ANTHONYS CONTRACTING,Expired,2019-09-20T00:00:00,2019-09-20T00:00:00,2019-09-20T00:00:00,2020-09-19T00:00:00
3062,GC-2019-001306,General Contractor,236220,CASSABILL HOMES INC,Expired,2019-09-23T00:00:00,2021-10-08T00:00:00,2021-09-23T00:00:00,2022-09-22T00:00:00
3063,GC-2019-001309,General Contractor,236220,"Tail Industries, Inc.",Active,2019-09-23T00:00:00,2024-09-27T00:00:00,2024-09-23T00:00:00,2025-09-22T00:00:00
3064,GC-2019-001310,General Contractor,236220,"Wagner Development Co., Inc.",Expired,2019-09-23T00:00:00,2023-09-27T00:00:00,2023-09-23T00:00:00,2024-09-22T00:00:00
3065,GC-2019-001314,General Contractor,236220,"Champion Construction, LP",Expired,2019-09-24T00:00:00,2021-08-20T00:00:00,2021-09-24T00:00:00,2022-09-23T00:00:00
3066,GC-2019-001315,General Contractor,236220,"C E DAVIS CONTRACTING, LLC",Active,2019-09-24T00:00:00,2024-09-25T00:00:00,2024-09-24T00:00:00,2025-09-23T00:00:00
3067,SC-2019-001317,Sign Contractor,238990,Lustra Line Inc,Active,2019-09-25T00:00:00,2024-09-25T00:00:00,2024-09-25T00:00:00,2025-09-24T00:00:00
3068,SC-2019-001318,Sign Contractor,238990,Good Luck Sign LLC,Active,2019-09-25T00:00:00,2024-09-26T00:00:00,2024-09-25T00:00:00,2025-09-24T00:00:00
3069,GC-2019-001319,General Contractor,236220,Held Contracting LLC,Expired,2019-09-25T00:00:00,2023-11-29T00:00:00,2023-09-25T00:00:00,2024-09-24T00:00:00
3070,GC-2019-001320,General Contractor,236220,Elemental Constructs,Expired,2019-09-25T00:00:00,2019-09-25T00:00:00,2019-09-25T00:00:00,2020-09-24T00:00:00
3071,GC-2019-001326,General Contractor,236220,Mastech Construction & Interiors Inc,Expired,2019-09-26T00:00:00,2020-10-06T00:00:00,2020-09-27T00:00:00,2021-09-26T00:00:00
3072,GC-2019-001327,General Contractor,236220,Preferred Contracting Services,Expired,2019-09-26T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,2020-09-25T00:00:00
3073,GC-2019-001329,General Contractor,236220,Better Protect,Expired,2019-09-27T00:00:00,2021-01-15T00:00:00,2020-09-27T00:00:00,2021-09-26T00:00:00
3074,GC-2019-001331,General Contractor,236220,"Total Development Concepts, Inc",Active,2019-09-27T00:00:00,2024-10-18T00:00:00,2024-09-27T00:00:00,2025-09-26T00:00:00
3075,GC-2019-001333,General Contractor,236220,"Dovetail Home Improvements, LLC",Expired,2019-09-30T00:00:00,2019-09-30T00:00:00,2019-09-30T00:00:00,2020-09-29T00:00:00
3076,GC-2019-001337,General Contractor,236220,Sunrise Commercial Contracting Inc,Expired,2019-10-01T00:00:00,2022-09-14T00:00:00,2022-10-01T00:00:00,2023-09-30T00:00:00
3077,GC-2019-001338,General Contractor,236220,"Hide Contracting, Wayne Jellison",Expired,2019-10-01T00:00:00,2019-10-01T00:00:00,2019-10-01T00:00:00,2020-09-30T00:00:00
3078,GC-2019-001339,General Contractor,236220,Hahne Electric,Expired,2019-10-01T00:00:00,2022-09-14T00:00:00,2022-10-01T00:00:00,2023-09-30T00:00:00
3079,GC-2019-001340,General Contractor,236220,"Franklin West, Inc.",Active,2019-10-02T00:00:00,2024-10-02T00:00:00,2024-10-02T00:00:00,2025-10-01T00:00:00
3080,SC-2019-001350,Sign Contractor,238990,Cicogna Electric & Sign Company,Expired,2019-10-03T00:00:00,2021-12-08T00:00:00,2021-10-07T00:00:00,2022-10-06T00:00:00
3081,GC-2019-001353,General Contractor,236220,Reyna Foods Inc,Expired,2019-10-03T00:00:00,2021-10-05T00:00:00,2021-10-03T00:00:00,2022-10-02T00:00:00
3082,GC-2019-001354,General Contractor,236220,G6 Builders LLC,Active,2019-10-03T00:00:00,2024-09-24T00:00:00,2024-10-03T00:00:00,2025-10-02T00:00:00
3083,GC-2019-001356,General Contractor,236220,Taylor Construction & Development Inc.,Expired,2019-10-03T00:00:00,2022-11-01T00:00:00,2022-10-03T00:00:00,2023-10-02T00:00:00
3084,GC-2019-001357,General Contractor,236220,WILLIAMSON CONSTRUCTION,Expired,2019-10-04T00:00:00,2021-09-20T00:00:00,2021-10-04T00:00:00,2022-10-03T00:00:00
3085,SC-2019-001358,Sign Contractor,238990,ABC Global Corporation ,Expired,2019-10-04T00:00:00,2022-10-20T00:00:00,2022-10-04T00:00:00,2023-10-03T00:00:00
3086,GC-2019-001359,General Contractor,236220,ABC Global Corporation ,Expired,2019-10-04T00:00:00,2022-10-20T00:00:00,2022-10-04T00:00:00,2023-10-03T00:00:00
3087,GC-2019-001360,General Contractor,236220,Plenitud Construction,Expired,2019-10-04T00:00:00,2019-10-04T00:00:00,2019-10-04T00:00:00,2020-10-03T00:00:00
3088,GC-2019-001361,General Contractor,236220,LeBlanc Contracting LLC,Active,2019-10-04T00:00:00,2024-10-14T00:00:00,2024-10-04T00:00:00,2025-10-03T00:00:00
3089,GC-2019-001363,General Contractor,236220,CDI dba CHRIS LEONE,Expired,2019-10-04T00:00:00,2019-10-04T00:00:00,2019-10-04T00:00:00,2020-10-03T00:00:00
3090,GC-2019-001365,General Contractor,236220,Wright Contracting LLC,Expired,2019-10-07T00:00:00,2019-10-07T00:00:00,2019-10-07T00:00:00,2020-10-06T00:00:00
3091,GC-2019-001366,General Contractor,236220,IVI North Inc.,Expired,2019-10-07T00:00:00,2021-11-02T00:00:00,2021-10-15T00:00:00,2022-10-14T00:00:00
3092,GC-2019-001368,General Contractor,236220,HARRY BROWN,Expired,2019-10-08T00:00:00,2019-10-08T00:00:00,2019-10-08T00:00:00,2020-10-07T00:00:00
3093,GC-2019-001369,General Contractor,236220,ESSENTIAL SERVICES INC,Expired,2019-10-08T00:00:00,2019-10-08T00:00:00,2019-10-08T00:00:00,2020-10-07T00:00:00
3094,GC-2019-001370,General Contractor,236220,Aiello Capital Management LLC,Expired,2019-10-09T00:00:00,2020-10-29T00:00:00,2020-10-09T00:00:00,2021-10-08T00:00:00
3095,GC-2019-001375,General Contractor,236220,CH Landscaping and Construction LLC,Expired,2019-10-09T00:00:00,2019-10-09T00:00:00,2019-10-09T00:00:00,2020-10-08T00:00:00
3096,GC-2019-001379,General Contractor,236220,Reynolds Restoration & Construction,Expired,2019-10-09T00:00:00,2019-10-09T00:00:00,2019-10-09T00:00:00,2020-10-08T00:00:00
3097,GC-2019-001380,General Contractor,236220,"Disaster Restoration Services of Greater Pittsburgh, Inc.",Active,2019-10-09T00:00:00,2024-10-21T00:00:00,2024-10-09T00:00:00,2025-10-08T00:00:00
3098,GC-2019-001381,General Contractor,236220,Jemco Construction LLC,Expired,2019-10-10T00:00:00,2019-10-10T00:00:00,2019-10-15T00:00:00,2020-10-14T00:00:00
3099,GC-2019-001382,General Contractor,236220,Frank Quinn Construction Corporation,Active,2019-10-10T00:00:00,2024-11-14T00:00:00,2024-10-10T00:00:00,2025-10-09T00:00:00
3100,GC-2019-001383,General Contractor,236220,PUGLIANO CONSTRUCTION CO INC,Active,2019-10-10T00:00:00,2024-10-14T00:00:00,2024-10-10T00:00:00,2025-10-09T00:00:00
3101,GC-2019-001387,General Contractor,236220,Mt Nebo Property Group LLC,Expired,2019-10-14T00:00:00,2019-10-14T00:00:00,2019-10-14T00:00:00,2020-10-13T00:00:00
3102,GC-2019-001392,General Contractor,236220,"David M. Maines Assoc., Inc.",Expired,2019-10-15T00:00:00,2022-11-02T00:00:00,2022-10-15T00:00:00,2023-10-14T00:00:00
3103,GC-2019-001393,General Contractor,236220,Fitzgroup Property Management LLC,Expired,2019-10-15T00:00:00,2021-11-16T00:00:00,2021-10-15T00:00:00,2022-10-14T00:00:00
3104,GC-2019-001395,General Contractor,236220,Altamira Ltd.,Expired,2019-10-17T00:00:00,2023-11-13T00:00:00,2023-10-17T00:00:00,2024-10-16T00:00:00
3105,GC-2019-001396,General Contractor,236220,Modern Development Concepts Inc.,Expired,2019-10-17T00:00:00,2019-10-17T00:00:00,2019-10-17T00:00:00,2020-10-16T00:00:00
3106,GC-2019-001400,General Contractor,236220,Mazzanti Insurance and Real Estate Services,Expired,2019-10-18T00:00:00,2019-10-18T00:00:00,2019-10-18T00:00:00,2020-10-17T00:00:00
3107,GC-2019-001401,General Contractor,236220,"Sparkle Construction-SPP, Inc.",Expired,2019-10-18T00:00:00,2019-10-18T00:00:00,2019-10-18T00:00:00,2020-10-17T00:00:00
3108,GC-2019-001402,General Contractor,236220,JM & ASSOCIATES,Expired,2019-10-21T00:00:00,2019-10-21T00:00:00,2019-10-21T00:00:00,2020-10-20T00:00:00
3109,GC-2019-001403,General Contractor,236220,"T.O.P. QUALITY WOODWORKS & DESIGNS, INC",Expired,2019-10-21T00:00:00,2019-10-21T00:00:00,2019-10-21T00:00:00,2020-10-20T00:00:00
3110,GC-2019-001404,General Contractor,236220,Acorn Builders LLC,Expired,2019-10-22T00:00:00,2020-10-28T00:00:00,2020-10-28T00:00:00,2021-10-27T00:00:00
3111,GC-2019-001412,General Contractor,236220,"M.C. Enterprises Construction, Inc.",Active,2019-10-24T00:00:00,2024-09-25T00:00:00,2024-10-24T00:00:00,2025-10-23T00:00:00
3112,GC-2019-001413,General Contractor,236220,"Aspen Valley Contracting, Inc.",Expired,2019-10-24T00:00:00,2020-11-17T00:00:00,2020-10-24T00:00:00,2021-10-23T00:00:00
3113,GC-2019-001414,General Contractor,236220,George Construction Inc,Expired,2019-10-24T00:00:00,2020-11-10T00:00:00,2020-10-24T00:00:00,2021-10-23T00:00:00
3114,GC-2019-001419,General Contractor,236220,"Tradition Carpenters, Ltd",Expired,2019-10-25T00:00:00,2019-10-25T00:00:00,2019-11-01T00:00:00,2020-10-31T00:00:00
3115,GC-2019-001420,General Contractor,236220,Andrew Glasgow,Expired,2019-10-25T00:00:00,2019-10-25T00:00:00,2019-10-25T00:00:00,2020-10-24T00:00:00
3116,GC-2019-001421,General Contractor,236220,"Morgan Property and Construction Consultants, Inc",Expired,2019-10-25T00:00:00,2019-10-25T00:00:00,2019-10-25T00:00:00,2020-10-24T00:00:00
3117,GC-2019-001429,General Contractor,236220,CJC INC,Expired,2019-10-28T00:00:00,2019-10-28T00:00:00,2019-10-30T00:00:00,2020-10-29T00:00:00
3118,GC-2019-001435,General Contractor,236220,"Wichman Landscape Construction, LLC",Expired,2019-10-29T00:00:00,2019-10-29T00:00:00,2019-10-29T00:00:00,2020-10-28T00:00:00
3119,GC-2019-001436,General Contractor,236220,Lerco Building Contractors LLC,Expired,2019-10-29T00:00:00,2021-11-02T00:00:00,2021-10-29T00:00:00,2022-10-28T00:00:00
3120,GC-2019-001437,General Contractor,236220,Bogdan's General Construction,Expired,2019-10-29T00:00:00,2019-10-29T00:00:00,2019-10-29T00:00:00,2020-10-28T00:00:00
3121,GC-2019-001438,General Contractor,236220,High Tech Housing Inc.,Expired,2019-10-29T00:00:00,2020-10-19T00:00:00,2020-10-29T00:00:00,2021-10-28T00:00:00
3122,GC-2019-001440,General Contractor,236220,Andre Avent-Taylor,Expired,2019-10-30T00:00:00,2019-10-30T00:00:00,2019-10-30T00:00:00,2020-10-29T00:00:00
3123,GC-2019-001448,General Contractor,236220,"Capital Partners, Inc.",Expired,2019-10-31T00:00:00,2019-10-31T00:00:00,2019-10-31T00:00:00,2020-10-30T00:00:00
3124,GC-2019-001449,General Contractor,236220,"JG Contracting Company, Inc.",Expired,2019-11-01T00:00:00,2019-11-01T00:00:00,2019-11-01T00:00:00,2020-10-31T00:00:00
3125,GC-2019-001450,General Contractor,236220,"Patalsky Homes, Inc.",Expired,2019-11-01T00:00:00,2021-11-12T00:00:00,2021-11-15T00:00:00,2022-11-14T00:00:00
3126,GC-2019-001456,General Contractor,236220,Earth Holdings LLC,Expired,2019-11-01T00:00:00,2019-11-01T00:00:00,2019-11-01T00:00:00,2020-10-31T00:00:00
3127,GC-2019-001458,General Contractor,236220,Sestili Nursery,Expired,2019-11-04T00:00:00,2019-11-04T00:00:00,2019-11-04T00:00:00,2020-11-03T00:00:00
3128,GC-2019-001463,General Contractor,236220,"AZA Builders, LLC",Active,2019-11-06T00:00:00,2024-11-07T00:00:00,2024-11-06T00:00:00,2025-11-05T00:00:00
3129,GC-2019-001464,General Contractor,236220,BIGELOW CONTRACTING SERVICES LLC,Expired,2019-11-06T00:00:00,2021-01-05T00:00:00,2020-11-06T00:00:00,2021-11-05T00:00:00
3130,GC-2019-001465,General Contractor,236220,ARTISAN CONSTRUCTION,Expired,2019-11-06T00:00:00,2019-11-06T00:00:00,2019-11-06T00:00:00,2020-11-05T00:00:00
3131,GC-2019-001466,General Contractor,236220,WILLIAM CRUM,Active,2019-11-07T00:00:00,2024-11-13T00:00:00,2024-11-07T00:00:00,2025-11-06T00:00:00
3132,GC-2019-001467,General Contractor,236220,"Sante Berarducci, Inc.",Active,2019-11-07T00:00:00,2024-11-18T00:00:00,2024-11-07T00:00:00,2025-11-06T00:00:00
3133,GC-2019-001469,General Contractor,236220,American Construction & Excavating LLC,Active,2019-11-07T00:00:00,2024-11-16T00:00:00,2024-11-30T00:00:00,2025-11-29T00:00:00
3134,GC-2019-001470,General Contractor,236220,Spang Remodeling Corp.,Expired,2019-11-07T00:00:00,2020-11-12T00:00:00,2020-11-15T00:00:00,2021-11-14T00:00:00
3135,GC-2019-001477,General Contractor,236220,COMMERCIAL INSTALLATION & CONSTRUCTION COMPANY,Expired,2019-11-08T00:00:00,2019-11-08T00:00:00,2019-11-11T00:00:00,2020-11-10T00:00:00
3136,GC-2019-001478,General Contractor,236220,Inifinite L Inc,Expired,2019-11-08T00:00:00,2019-11-08T00:00:00,2019-11-08T00:00:00,2020-11-07T00:00:00
3137,GC-2019-001479,General Contractor,236220,"Patina Construction and Development, LLC",Active,2019-11-08T00:00:00,2024-11-01T00:00:00,2024-12-01T00:00:00,2025-11-30T00:00:00
3138,GC-2019-001480,General Contractor,236220,"New Guard Development, Inc.",Expired,2019-11-08T00:00:00,2024-01-08T00:00:00,2023-11-08T00:00:00,2024-11-07T00:00:00
3139,GC-2019-001482,General Contractor,236220,JAMIE SCHOCH,Expired,2019-11-12T00:00:00,2019-11-12T00:00:00,2019-11-12T00:00:00,2020-11-11T00:00:00
3140,GC-2019-001484,General Contractor,236220,Idraulico LLC ,Active,2019-11-13T00:00:00,2024-12-19T00:00:00,2024-11-13T00:00:00,2025-11-12T00:00:00
3141,GC-2019-001485,General Contractor,236220,PITTSBURGH MAINTENANCE SOLUTIONS LLC,Expired,2019-11-13T00:00:00,2019-11-13T00:00:00,2019-11-13T00:00:00,2020-11-12T00:00:00
3142,GC-2019-001486,General Contractor,236220,"Aurora Electric and Data Services, LLC",Active,2019-11-13T00:00:00,2024-11-14T00:00:00,2024-11-13T00:00:00,2025-11-12T00:00:00
3143,GC-2019-001487,General Contractor,236220,National Lighting Maintenance Supply Corp,Expired,2019-11-13T00:00:00,2019-11-13T00:00:00,2019-11-13T00:00:00,2020-11-12T00:00:00
3144,GC-2019-001488,General Contractor,236220,Surtec Remodeling Inc.,Expired,2019-11-14T00:00:00,2021-01-20T00:00:00,2020-11-14T00:00:00,2021-11-13T00:00:00
3145,GC-2019-001489,General Contractor,236220,Feline Entertainment,Expired,2019-11-14T00:00:00,2019-11-14T00:00:00,2019-11-14T00:00:00,2020-11-13T00:00:00
3146,GC-2019-001490,General Contractor,236220,Butler Landscaping,Active,2019-11-14T00:00:00,2024-11-27T00:00:00,2024-11-15T00:00:00,2025-11-14T00:00:00
3147,GC-2019-001491,General Contractor,236220,M. O'Herron Company,Expired,2019-11-15T00:00:00,2020-12-07T00:00:00,2020-11-15T00:00:00,2021-11-14T00:00:00
3148,GC-2019-001492,General Contractor,236220,FRANK WAGNER CONTRACTOR,Expired,2019-11-15T00:00:00,2019-11-15T00:00:00,2019-11-15T00:00:00,2020-11-14T00:00:00
3149,GC-2019-001494,General Contractor,236220,RP Oak Hill Building Company Inc.,Expired,2019-11-18T00:00:00,2019-11-18T00:00:00,2019-12-02T00:00:00,2020-12-01T00:00:00
3150,GC-2019-001496,General Contractor,236220,Richard Otter Contracting,Expired,2019-11-18T00:00:00,2019-11-18T00:00:00,2019-11-18T00:00:00,2020-11-17T00:00:00
3151,GC-2019-001497,General Contractor,236220,Frank Weber,Expired,2019-11-18T00:00:00,2019-11-18T00:00:00,2019-11-18T00:00:00,2020-11-17T00:00:00
3152,GC-2019-001498,General Contractor,236220,ARBOR CONSTRUCTION CO INC,Expired,2019-11-19T00:00:00,2019-11-19T00:00:00,2020-01-02T00:00:00,2021-01-01T00:00:00
3153,GC-2019-001501,General Contractor,236220,MS TERRY'S PROJECT,Expired,2019-11-20T00:00:00,2019-11-20T00:00:00,2019-11-20T00:00:00,2020-11-19T00:00:00
3154,GC-2019-001502,General Contractor,236220,GLOBAL SERVICES CON LLC,Expired,2019-11-20T00:00:00,2021-01-13T00:00:00,2020-11-20T00:00:00,2021-11-19T00:00:00
3155,SC-2019-001503,Sign Contractor,238990,"Anchor Sign, Inc.",Expired,2019-11-21T00:00:00,2020-11-23T00:00:00,2020-11-21T00:00:00,2021-11-20T00:00:00
3156,GC-2019-001504,General Contractor,236220,Handylinkz,Expired,2019-11-21T00:00:00,2019-11-21T00:00:00,2019-11-21T00:00:00,2020-11-20T00:00:00
3157,GC-2019-001505,General Contractor,236220,"Baker's Waterproofing Co., Inc.",Expired,2019-11-21T00:00:00,2019-11-21T00:00:00,2019-11-21T00:00:00,2020-11-20T00:00:00
3158,GC-2019-001509,General Contractor,236220,"City of Pittsburgh Permits, Licenses and Inspections",Active,2019-11-22T00:00:00,2024-12-02T00:00:00,2024-11-22T00:00:00,2025-11-21T00:00:00
3159,GC-2019-001515,General Contractor,236220,KBDG Builders LLC,Expired,2019-11-25T00:00:00,2022-01-18T00:00:00,2022-01-01T00:00:00,2022-12-31T00:00:00
3160,GC-2019-001516,General Contractor,236220,Hemlock Remodeling LLC,Expired,2019-11-26T00:00:00,2023-01-06T00:00:00,2022-11-26T00:00:00,2023-11-25T00:00:00
3161,GC-2019-001517,General Contractor,236220,"XL Industrial Services, Inc.",Expired,2019-11-26T00:00:00,2019-11-26T00:00:00,2019-11-27T00:00:00,2020-11-26T00:00:00
3162,GC-2019-001518,General Contractor,236220,Jiya Construction Inc,Expired,2019-11-26T00:00:00,2022-11-16T00:00:00,2022-11-26T00:00:00,2023-11-25T00:00:00
3163,GC-2019-001519,General Contractor,236220,MODULAR CONTRACTORS,Expired,2019-11-26T00:00:00,2019-11-26T00:00:00,2019-11-26T00:00:00,2020-11-25T00:00:00
3164,GC-2019-001520,General Contractor,236220,"Joe Palmieri Construction, Inc",Expired,2019-11-27T00:00:00,2019-11-27T00:00:00,2019-11-27T00:00:00,2020-11-26T00:00:00
3165,GC-2019-001526,General Contractor,236220,Investment & Enterprise Inc,Expired,2019-12-03T00:00:00,2019-12-03T00:00:00,2019-12-03T00:00:00,2020-12-02T00:00:00
3166,GC-2019-001527,General Contractor,236220,Hale Demolition,Expired,2019-12-03T00:00:00,2019-12-03T00:00:00,2019-12-03T00:00:00,2020-12-02T00:00:00
3167,GC-2019-001529,General Contractor,236220,MTZ Roofing And Remodeling ,Expired,2019-12-03T00:00:00,2019-12-03T00:00:00,2019-12-03T00:00:00,2020-12-02T00:00:00
3168,GC-2019-001533,General Contractor,236220,"Curbio, Inc",Expired,2019-12-04T00:00:00,2023-12-06T00:00:00,2023-12-04T00:00:00,2024-12-03T00:00:00
3169,SC-2019-001539,Sign Contractor,238990,"Bomb Werks Concepts, Inc.",Expired,2019-12-04T00:00:00,2019-12-04T00:00:00,2019-12-04T00:00:00,2020-12-03T00:00:00
3170,GC-2019-001543,General Contractor,236220,"Momentum Builders, Inc.",Expired,2019-12-05T00:00:00,2020-12-15T00:00:00,2020-12-05T00:00:00,2021-12-04T00:00:00
3171,GC-2019-001544,General Contractor,236220,"Kbk remodeling, Inc ",Expired,2019-12-05T00:00:00,2019-12-05T00:00:00,2019-12-05T00:00:00,2020-12-04T00:00:00
3172,GC-2019-001545,General Contractor,236220,SEEL EXCAVATING,Expired,2019-12-05T00:00:00,2019-12-05T00:00:00,2019-12-05T00:00:00,2020-12-04T00:00:00
3173,GC-2019-001546,General Contractor,236220,Eclipse Roofing,Expired,2019-12-05T00:00:00,2019-12-05T00:00:00,2019-12-05T00:00:00,2020-12-04T00:00:00
3174,GC-2019-001549,General Contractor,236220,SZL Remodeling,Expired,2019-12-06T00:00:00,2019-12-06T00:00:00,2019-12-06T00:00:00,2020-12-05T00:00:00
3175,GC-2019-001555,General Contractor,236220,Michael Facchiano Contracting Inc.,Expired,2019-12-06T00:00:00,2019-12-06T00:00:00,2019-12-06T00:00:00,2020-12-05T00:00:00
3176,GC-2019-001557,General Contractor,236220,Carmine Diulus,Expired,2019-12-09T00:00:00,2019-12-09T00:00:00,2019-12-30T00:00:00,2020-12-29T00:00:00
3177,GC-2019-001558,General Contractor,236220,Reagle Construction,Expired,2019-12-09T00:00:00,2019-12-09T00:00:00,2019-12-09T00:00:00,2020-12-08T00:00:00
3178,GC-2019-001559,General Contractor,236220,PING Construction LLC,Expired,2019-12-09T00:00:00,2019-12-09T00:00:00,2019-12-09T00:00:00,2020-12-08T00:00:00
3179,GC-2019-001560,General Contractor,236220,Decked Out by Don,Expired,2019-12-09T00:00:00,2019-12-09T00:00:00,2019-12-09T00:00:00,2020-12-08T00:00:00
3180,GC-2019-001561,General Contractor,236220,Kuzco Inc,Expired,2019-12-09T00:00:00,2022-12-28T00:00:00,2022-12-09T00:00:00,2023-12-08T00:00:00
3181,GC-2019-001563,General Contractor,236220,BIONI DRILLING INC,Expired,2019-12-10T00:00:00,2019-12-10T00:00:00,2019-12-10T00:00:00,2020-12-09T00:00:00
3182,GC-2019-001569,General Contractor,236220,Keystone Petroleum Equipment LTD,Active,2019-12-11T00:00:00,2024-12-05T00:00:00,2024-12-11T00:00:00,2025-12-10T00:00:00
3183,GC-2019-001570,General Contractor,236220,LYN DEVELOPMENT CORP,Expired,2019-12-11T00:00:00,2021-12-16T00:00:00,2021-12-11T00:00:00,2022-12-10T00:00:00
3184,GC-2019-001571,General Contractor,236220,"CTS Construction-Excavation, Inc.",Expired,2019-12-11T00:00:00,2021-11-04T00:00:00,2021-12-12T00:00:00,2022-12-11T00:00:00
3185,GC-2019-001577,General Contractor,236220,"Bruce Construction, LLC",Active,2019-12-13T00:00:00,2024-12-27T00:00:00,2024-12-13T00:00:00,2025-12-12T00:00:00
3186,GC-2019-001579,General Contractor,236220,C & C Home Remodeling LLC,Expired,2019-12-13T00:00:00,2019-12-13T00:00:00,2019-12-13T00:00:00,2020-12-12T00:00:00
3187,GC-2019-001580,General Contractor,236220,JOSEPH M KRIEBEL BUILDING,Expired,2019-12-13T00:00:00,2020-12-22T00:00:00,2020-12-13T00:00:00,2021-12-12T00:00:00
3188,GC-2019-001582,General Contractor,236220,Robert I Fisher,Expired,2019-12-16T00:00:00,2022-12-15T00:00:00,2023-01-15T00:00:00,2024-01-14T00:00:00
3189,GC-2019-001583,General Contractor,236220,G.F. Scatena Concrete & Building,Expired,2019-12-16T00:00:00,2019-12-16T00:00:00,2019-12-16T00:00:00,2020-12-15T00:00:00
3190,GC-2019-001584,General Contractor,236220,Bella Construction Inc,Active,2019-12-16T00:00:00,2024-12-18T00:00:00,2024-12-16T00:00:00,2025-12-15T00:00:00
3191,GC-2019-001585,General Contractor,236220,MARWAN ELKARDOUDI,Expired,2019-12-16T00:00:00,2019-12-16T00:00:00,2019-12-16T00:00:00,2020-12-15T00:00:00
3192,GC-2019-001586,General Contractor,236220,Tracy Mortimore,Expired,2019-12-17T00:00:00,2022-02-22T00:00:00,2021-12-17T00:00:00,2022-12-16T00:00:00
3193,GC-2019-001588,General Contractor,236220,WITTMAN HOME IMPROVEMENTS,Closed,2019-12-19T00:00:00,2021-01-06T00:00:00,2020-12-19T00:00:00,2021-12-18T00:00:00
3194,GC-2019-001589,General Contractor,236220,Kramer Konstruction,Expired,2019-12-19T00:00:00,2019-12-19T00:00:00,2019-12-19T00:00:00,2020-12-18T00:00:00
3195,GC-2019-001592,General Contractor,236220,Phillip Marsh,Expired,2019-12-20T00:00:00,2019-12-20T00:00:00,2019-12-20T00:00:00,2020-12-19T00:00:00
3196,GC-2019-001593,General Contractor,236220,CINRON REAL ESTATE HOLDINGS LLC,Expired,2019-12-20T00:00:00,2019-12-20T00:00:00,2020-01-03T00:00:00,2021-01-02T00:00:00
3197,GC-2019-001594,General Contractor,236220,Romero Remodeling Company,Active,2019-12-20T00:00:00,2025-02-07T00:00:00,2024-12-20T00:00:00,2025-12-19T00:00:00
3198,GC-2019-001596,General Contractor,236220,Imm Jonathan,Expired,2019-12-23T00:00:00,2019-12-23T00:00:00,2019-12-23T00:00:00,2020-12-22T00:00:00
3199,GC-2019-001598,General Contractor,236220,"Minniefield Demolition Services, LLC",Active,2019-12-27T00:00:00,2024-11-19T00:00:00,2024-12-27T00:00:00,2025-12-26T00:00:00
3200,GC-2019-001604,General Contractor,236220,Bridge City Builders LLC,Expired,2019-12-30T00:00:00,2023-01-13T00:00:00,2022-12-30T00:00:00,2023-12-29T00:00:00
3201,GC-2019-001605,General Contractor,236220,"Rafferty Construction, Inc.",Expired,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-01-01T00:00:00,2021-12-31T00:00:00
3202,GC-2019-001606,General Contractor,236220,RUTLEDGE REMODELING LLC,Expired,2019-12-31T00:00:00,2019-12-31T00:00:00,2019-12-31T00:00:00,2020-12-30T00:00:00
3203,GC-2020-001607,General Contractor,236220,Shly Construction LLC,Active,2020-01-02T00:00:00,2025-01-24T00:00:00,2025-01-02T00:00:00,2026-01-01T00:00:00
3204,GC-2020-001609,General Contractor,236220,W.A. Petrakis Contracting LLC,Expired,2020-01-03T00:00:00,2022-02-10T00:00:00,2022-01-15T00:00:00,2023-01-14T00:00:00
3205,GC-2020-001610,General Contractor,236220,Gemini Construction & Development LLC,Expired,2020-01-03T00:00:00,2021-01-15T00:00:00,2021-01-03T00:00:00,2022-01-02T00:00:00
3206,GC-2020-001614,General Contractor,236220,DMS Group Inc,Expired,2020-01-07T00:00:00,2020-01-07T00:00:00,2020-01-07T00:00:00,2021-01-06T00:00:00
3207,GC-2020-001616,General Contractor,236220,Falki Land Holding Company,Expired,2020-01-09T00:00:00,2021-01-12T00:00:00,2021-01-09T00:00:00,2022-01-08T00:00:00
3208,GC-2020-001620,General Contractor,236220,"All Level Contracting, LLC",Expired,2020-01-10T00:00:00,2022-02-08T00:00:00,2022-01-10T00:00:00,2023-01-09T00:00:00
3209,GC-2020-001624,General Contractor,236220,S & S Remodeling PGH,Expired,2020-01-13T00:00:00,2020-01-13T00:00:00,2020-01-13T00:00:00,2021-01-12T00:00:00
3210,GC-2020-001625,General Contractor,236220,Simpson Construction Services LLC,Expired,2020-01-13T00:00:00,2020-01-13T00:00:00,2020-01-13T00:00:00,2021-01-12T00:00:00
3211,GC-2020-001626,General Contractor,236220,"Scott Wesney Construction, LLC",Active,2020-01-14T00:00:00,2024-12-10T00:00:00,2025-01-14T00:00:00,2026-01-13T00:00:00
3212,GC-2020-001629,General Contractor,236220,North Shore Steel Buildings Inc.,Expired,2020-01-15T00:00:00,2022-03-04T00:00:00,2022-01-15T00:00:00,2023-01-14T00:00:00
3213,GC-2020-001630,General Contractor,236220,Boyer & Pentek Inc,Active,2020-01-15T00:00:00,2025-01-24T00:00:00,2025-01-15T00:00:00,2026-01-14T00:00:00
